gc_obo_gare_origine_r_code_uic_c,gc_obo_type_c,gc_obo_gare_origine_r_name,gc_obo_nature_c,gc_obo_nom_recordtype_sc_c,date,gc_obo_date_heure_restitution_c
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2022-08-31T16:03:32+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-31T15:59:10+02:00,2022-10-11T13:23:33+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-31T15:51:52+02:00,2022-09-02T08:08:53+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-08-31T15:42:53+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-08-31T15:41:23+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2022-08-31T15:34:56+02:00,2022-09-16T14:59:49+02:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-31T15:31:51+02:00,2022-10-06T14:26:00+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-08-31T15:23:38+02:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte d'abonnement,Objet trouvé,2022-08-31T14:04:10+02:00,2022-09-30T11:34:41+02:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte d'abonnement,Objet trouvé,2022-08-31T14:00:26+02:00,2022-09-30T13:40:33+02:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-08-31T13:34:00+02:00,2022-09-07T13:51:09+02:00
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-08-31T13:22:26+02:00,2022-10-13T16:18:57+02:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-31T13:11:36+02:00,2022-08-31T23:10:23+02:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-08-31T13:05:57+02:00,2022-08-31T17:23:22+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-31T12:59:18+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-31T12:37:22+02:00,
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-31T12:36:28+02:00,2023-02-07T21:17:22+01:00
0087547000,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Autres appareils et accessoires électroniques,Objet trouvé,2022-08-31T12:32:04+02:00,
0087113001,"Vêtements, chaussures",Paris Est,Housse de vêtement,Objet trouvé,2022-08-31T12:31:15+02:00,2022-08-31T12:34:11+02:00
0087547000,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2022-08-31T12:29:58+02:00,
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-31T12:27:58+02:00,
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,Clé de voiture,Objet trouvé,2022-08-31T12:09:21+02:00,
0087686006,Optique,Paris Gare de Lyon,Lunettes en étui,Objet trouvé,2022-08-31T10:53:51+02:00,
0087686006,Optique,Paris Gare de Lyon,Lunettes en étui,Objet trouvé,2022-08-31T10:26:41+02:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-31T10:19:58+02:00,2022-10-06T13:08:50+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-31T09:56:27+02:00,2022-09-05T12:09:16+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-31T09:41:49+02:00,2022-09-01T20:03:26+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-31T09:36:44+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-31T09:28:44+02:00,
0087686006,Optique,Paris Gare de Lyon,Lunettes,Objet trouvé,2022-08-31T09:27:15+02:00,
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,Clé de voiture,Objet trouvé,2022-08-31T09:24:21+02:00,
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-08-31T09:19:45+02:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-31T09:18:57+02:00,2022-08-31T20:28:18+02:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-31T09:08:01+02:00,2022-10-06T12:48:55+02:00
0087686667,"Appareils électroniques, informatiques, appareils photo",Paris Bercy,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2022-08-31T07:31:42+02:00,2022-09-02T13:10:16+02:00
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-31T07:21:38+02:00,
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2022-08-31T06:48:50+02:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,Pièce d'identité personnelle et autre,Objet trouvé,2022-08-30T23:50:48+02:00,2022-10-20T15:04:18+02:00
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2022-08-30T23:44:24+02:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-30T23:41:01+02:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-08-30T23:36:11+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-08-30T20:56:36+02:00,2022-11-08T13:07:03+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-08-30T20:13:41+02:00,2022-08-30T20:29:34+02:00
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2022-08-30T19:56:44+02:00,2022-09-13T08:10:25+02:00
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,Clé de voiture,Objet trouvé,2022-08-30T19:47:53+02:00,2022-09-01T13:44:38+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-30T18:57:06+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-08-30T18:53:56+02:00,2022-08-30T20:07:52+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T18:44:28+02:00,2022-10-22T16:49:26+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T18:40:15+02:00,2023-03-28T08:06:54+02:00
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T18:40:07+02:00,2022-10-24T08:19:32+02:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Autre pièce ou papier personnel,Objet trouvé,2022-08-30T18:34:56+02:00,2022-09-28T12:40:30+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T18:26:33+02:00,2023-01-13T10:06:42+01:00
0087271007,"Articles d'enfants, de puériculture",Paris Gare du Nord,"Landau, poussette d'enfants",Objet trouvé,2022-08-30T18:21:31+02:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-08-30T18:19:39+02:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T18:17:25+02:00,2022-10-28T15:22:33+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T18:03:31+02:00,2022-10-22T16:21:10+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-08-30T18:02:51+02:00,2022-09-02T09:59:14+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T17:52:17+02:00,2022-12-02T14:59:19+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-08-30T17:18:50+02:00,2022-09-12T09:02:52+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T17:12:41+02:00,2022-09-06T13:06:15+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-08-30T17:08:02+02:00,2022-08-30T17:11:31+02:00
0087271007,"Vêtements, chaussures",Paris Gare du Nord,Autres vêtements,Objet trouvé,2022-08-30T16:51:36+02:00,2022-08-30T16:55:44+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-08-30T16:50:22+02:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2022-08-30T15:39:08+02:00,2022-08-30T20:39:10+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-30T15:37:16+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Livre numérique,Objet trouvé,2022-08-30T15:18:05+02:00,2022-08-31T16:59:19+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-30T15:11:41+02:00,2022-08-30T15:31:33+02:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Autre pièce ou papier personnel,Objet trouvé,2022-08-30T14:56:24+02:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Autres appareils et accessoires électroniques,Objet trouvé,2022-08-30T14:49:23+02:00,
0087271007,Optique,Paris Gare du Nord,Lunettes en étui,Objet trouvé,2022-08-30T14:49:02+02:00,2022-08-30T14:54:09+02:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-08-30T14:38:05+02:00,2022-08-30T18:25:24+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-30T14:25:56+02:00,2022-09-01T21:29:21+02:00
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,"Clés, porte-clés",Objet trouvé,2022-08-30T14:08:51+02:00,2022-09-01T09:06:30+02:00
0087271007,"Livres, articles de papéterie",Paris Gare du Nord,Autres articles de papeterie,Objet trouvé,2022-08-30T13:58:32+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Tablette tactile protégée (étui, housse)",Objet trouvé,2022-08-30T13:49:40+02:00,2022-08-30T17:30:18+02:00
0087391003,"Livres, articles de papéterie",Paris Montparnasse,Autres articles de papeterie,Objet trouvé,2022-08-30T13:46:57+02:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2022-08-30T13:20:10+02:00,
0087391003,Instruments de musique,Paris Montparnasse,Autres instruments de musique,Objet trouvé,2022-08-30T12:58:53+02:00,2022-08-30T13:13:31+02:00
0087271007,"Vêtements, chaussures",Paris Gare du Nord,Autres vêtements,Objet trouvé,2022-08-30T12:40:23+02:00,2022-08-30T12:56:04+02:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Livre numérique,Objet trouvé,2022-08-30T12:14:34+02:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"AirPod, casque audio, écouteurs",Objet trouvé,2022-08-30T11:45:35+02:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2022-08-30T11:31:19+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-08-30T11:28:33+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-30T11:25:41+02:00,2022-09-05T19:41:01+02:00
0087384008,"Articles de sport, loisirs, camping",Paris Saint-Lazare,Bâton de marche,Objet trouvé,2022-08-30T11:24:10+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-08-30T11:23:29+02:00,2022-08-30T14:25:06+02:00
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2022-08-30T11:22:51+02:00,
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Bonnet, chapeau",Objet trouvé,2022-08-30T11:21:18+02:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-08-30T11:20:07+02:00,2022-10-01T09:52:17+02:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Pull over, gilet",Objet trouvé,2022-08-30T11:14:58+02:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2022-08-30T11:10:35+02:00,2022-08-30T11:14:11+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T11:01:12+02:00,2022-09-03T10:37:41+02:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-08-30T11:00:03+02:00,2022-09-05T19:25:34+02:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"AirPod, casque audio, écouteurs",Objet trouvé,2022-08-30T10:56:03+02:00,
0087391003,"Bijoux, montres",Paris Montparnasse,Bague,Objet trouvé,2022-08-30T10:52:35+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Autres appareils et accessoires électroniques,Objet trouvé,2022-08-30T10:52:10+02:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte d'abonnement,Objet trouvé,2022-08-30T10:50:05+02:00,2022-09-30T14:43:19+02:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-08-30T10:50:05+02:00,2022-10-01T09:50:39+02:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Autres appareils et accessoires électroniques,Objet trouvé,2022-08-30T10:44:55+02:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Téléphone portable,Objet trouvé,2022-08-30T10:38:26+02:00,
0087391003,Divers,Paris Montparnasse,Cigarette électronique,Objet trouvé,2022-08-30T10:33:14+02:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"AirPod, casque audio, écouteurs",Objet trouvé,2022-08-30T10:22:33+02:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Autres appareils et accessoires électroniques,Objet trouvé,2022-08-30T10:20:40+02:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T10:15:04+02:00,2022-10-06T14:19:19+02:00
0087391003,Optique,Paris Montparnasse,Lunettes en étui,Objet trouvé,2022-08-30T10:09:40+02:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Disque dur externe, clé USB",Objet trouvé,2022-08-30T10:05:24+02:00,
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,Clé de voiture,Objet trouvé,2022-08-30T10:01:18+02:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"AirPod, casque audio, écouteurs",Objet trouvé,2022-08-30T09:58:31+02:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-08-30T09:57:15+02:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-08-30T09:44:14+02:00,2023-03-01T16:21:36+01:00
0087113001,Pièces d'identités et papiers personnels,Paris Est,Pièce d'identité personnelle et autre,Objet trouvé,2022-08-30T09:42:57+02:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-08-30T09:41:09+02:00,2022-09-30T11:37:54+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2022-08-30T09:38:13+02:00,2022-09-30T11:30:09+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-08-30T09:34:48+02:00,2022-09-03T12:33:45+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2022-08-30T09:28:55+02:00,2022-09-30T14:58:50+02:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Pièce d'identité personnelle et autre,Objet trouvé,2022-08-30T09:26:43+02:00,2022-09-03T08:56:45+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-30T09:25:14+02:00,2022-09-01T17:59:15+02:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Pièce d'identité personnelle et autre,Objet trouvé,2022-08-30T09:19:44+02:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2022-08-30T06:37:55+02:00,2022-08-30T11:43:35+02:00
0087384008,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,"Casque (vélo, moto)",Objet trouvé,2022-08-29T23:35:49+02:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-08-29T20:03:38+02:00,2022-08-29T20:08:33+02:00
0087271007,"Livres, articles de papéterie",Paris Gare du Nord,Autre livre,Objet trouvé,2022-08-29T19:26:47+02:00,2022-08-29T19:56:34+02:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Autres appareils et accessoires électroniques,Objet trouvé,2022-08-29T19:19:33+02:00,
0087686006,"Vêtements, chaussures",Paris Gare de Lyon,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-08-29T19:07:47+02:00,
0087686006,"Vêtements, chaussures",Paris Gare de Lyon,"Pull over, gilet",Objet trouvé,2022-08-29T19:02:45+02:00,
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-08-29T18:59:36+02:00,2022-09-06T14:20:50+02:00
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,Clé de voiture,Objet trouvé,2022-08-29T18:50:29+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-29T18:46:43+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-08-29T18:46:24+02:00,2022-08-29T18:49:11+02:00
0087686006,"Vêtements, chaussures",Paris Gare de Lyon,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-08-29T18:42:28+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-29T18:36:25+02:00,2022-09-07T16:19:13+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2022-08-29T18:24:55+02:00,2022-09-23T13:04:54+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-29T18:17:38+02:00,2022-09-23T17:44:35+02:00
0087271007,Pièces d'identités et papiers personnels,Paris Gare du Nord,Pièce d'identité personnelle et autre,Objet trouvé,2022-08-29T17:56:26+02:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-08-29T17:55:05+02:00,2022-09-05T12:59:24+02:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-29T17:42:54+02:00,2022-10-22T16:24:31+02:00
0087384008,Optique,Paris Saint-Lazare,Lunettes en étui,Objet trouvé,2022-08-29T17:40:48+02:00,
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-08-29T17:28:13+02:00,2022-08-31T15:33:08+02:00
0087391003,"Vélos, trottinettes, accessoires 2 roues",Paris Montparnasse,"Casque (vélo, moto)",Objet trouvé,2022-08-29T17:28:00+02:00,
0087271007,"Livres, articles de papéterie",Paris Gare du Nord,"Cartable à dessins, pochette à dessins",Objet trouvé,2022-08-29T17:01:17+02:00,2022-08-29T19:11:10+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2022-08-29T16:46:51+02:00,2022-09-30T14:35:15+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2022-08-29T16:45:35+02:00,2022-09-30T11:31:18+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2022-08-29T16:44:27+02:00,2022-09-30T11:33:01+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2022-08-29T16:43:02+02:00,2022-09-30T11:37:05+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-29T16:30:25+02:00,2022-08-29T16:32:30+02:00
0087391003,Divers,Paris Montparnasse,Autres divers,Objet trouvé,2022-08-29T16:29:49+02:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à main,Objet trouvé,2022-08-29T16:29:09+02:00,2022-09-28T12:13:27+02:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-29T16:14:41+02:00,2022-10-06T14:25:40+02:00
0087271007,"Bijoux, montres",Paris Gare du Nord,Montre,Objet trouvé,2022-08-29T15:53:39+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2022-08-29T15:45:27+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-08-29T15:40:25+02:00,2022-08-29T15:49:38+02:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-08-29T15:26:08+02:00,2022-08-31T12:00:15+02:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Pièce d'identité personnelle et autre,Objet trouvé,2022-08-29T15:14:20+02:00,2022-10-11T12:27:26+02:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-29T14:57:12+02:00,2022-08-30T19:58:59+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-08-29T14:44:00+02:00,2022-08-29T14:47:21+02:00
0087391003,"Articles de sport, loisirs, camping",Paris Montparnasse,"Sacs de couchage, duvet",Objet trouvé,2022-08-29T14:41:38+02:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Titre, livret d'épargne",Objet trouvé,2022-08-29T14:31:48+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-29T14:27:30+02:00,2022-08-29T14:38:17+02:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-08-29T14:11:39+02:00,2022-08-31T13:48:48+02:00
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,"Clés, porte-clés",Objet trouvé,2022-08-29T14:07:19+02:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"AirPod, casque audio, écouteurs",Objet trouvé,2022-08-29T13:57:25+02:00,
0087271007,Pièces d'identités et papiers personnels,Paris Gare du Nord,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-08-29T13:56:16+02:00,2022-08-29T14:03:37+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-08-29T13:41:54+02:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2022-08-29T13:23:55+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2022-08-29T13:22:04+02:00,2022-10-28T14:32:19+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2022-08-29T13:17:40+02:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-08-29T13:12:41+02:00,
