gc_obo_gare_origine_r_code_uic_c,gc_obo_type_c,gc_obo_gare_origine_r_name,gc_obo_nature_c,gc_obo_nom_recordtype_sc_c,date,gc_obo_date_heure_restitution_c
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-10T14:08:27+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-10T14:06:04+01:00,2020-03-11T09:30:52+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Bonnet, chapeau",Objet trouvé,2020-03-10T14:01:17+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-10T13:56:00+01:00,2020-03-13T12:50:39+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-03-10T13:51:33+01:00,
0087391003,"Articles de sport, loisirs, camping",Paris Montparnasse,"Chaussures de ski, patins à glace",Objet trouvé,2020-03-10T13:48:05+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-03-10T13:45:19+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-10T13:39:47+01:00,2020-03-10T19:28:54+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-03-10T13:05:54+01:00,
0087391003,"Livres, articles de papéterie",Paris Montparnasse,Autres articles de papeterie,Objet trouvé,2020-03-10T12:55:45+01:00,
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,"Clés, porte-clés",Objet trouvé,2020-03-10T12:49:00+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-10T12:34:02+01:00,2020-03-16T18:16:42+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-03-10T12:10:50+01:00,2020-03-10T18:49:40+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-10T11:59:44+01:00,2020-03-10T18:29:57+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-03-10T11:10:24+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-10T11:09:00+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-10T10:57:04+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Valise, sac sur roulettes",Objet trouvé,2020-03-10T10:43:53+01:00,2020-03-15T13:11:05+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2020-03-10T10:42:11+01:00,2020-03-10T18:45:50+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-03-10T10:38:31+01:00,2020-03-13T14:10:53+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-03-10T10:22:52+01:00,2020-05-19T19:10:40+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-03-10T10:19:20+01:00,2020-03-10T18:29:04+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-03-10T10:12:28+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-03-10T10:08:23+01:00,2020-03-10T10:27:29+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Autres appareils et accessoires électroniques,Objet trouvé,2020-03-10T09:48:31+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2020-03-10T09:27:42+01:00,2020-03-11T08:17:47+01:00
0087384008,Parapluies,Paris Saint-Lazare,"Parapluie télescopique, parapluie de poche",Objet trouvé,2020-03-10T09:25:04+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte d'abonnement,Objet trouvé,2020-03-10T09:18:46+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2020-03-10T09:11:47+01:00,2020-03-10T09:38:46+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Pièce d'identité personnelle et autre,Objet trouvé,2020-03-10T09:01:03+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-10T08:59:33+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-10T08:55:35+01:00,2020-03-10T11:09:13+01:00
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2020-03-10T08:55:13+01:00,
0087391003,Optique,Paris Montparnasse,Lunettes en étui,Objet trouvé,2020-03-10T08:50:30+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-10T08:34:52+01:00,2020-03-10T08:39:31+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Téléphone portable,Objet trouvé,2020-03-10T08:24:09+01:00,2020-03-11T07:51:58+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Attaché-case, serviette",Objet trouvé,2020-03-09T23:54:27+01:00,2020-09-10T11:33:43+02:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Chéquier,Objet trouvé,2020-03-09T23:44:27+01:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Carte de crédit,Objet trouvé,2020-03-09T23:38:09+01:00,
0087391003,"Articles de sport, loisirs, camping",Paris Montparnasse,Club de golf,Objet trouvé,2020-03-09T22:53:50+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2020-03-09T22:46:40+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-03-09T22:36:33+01:00,2020-03-10T11:46:58+01:00
0087113001,Divers,Paris Est,Autres divers,Objet trouvé,2020-03-09T19:45:05+01:00,
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T19:43:21+01:00,2020-03-13T09:12:28+01:00
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à main,Objet trouvé,2020-03-09T19:23:50+01:00,2020-03-09T19:29:06+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-03-09T19:15:25+01:00,2020-03-09T19:22:12+01:00
0087547000,Pièces d'identités et papiers personnels,Paris Austerlitz,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-09T18:51:17+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2020-03-09T18:48:46+01:00,2020-05-13T10:45:05+02:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à main,Objet trouvé,2020-03-09T18:24:32+01:00,2020-03-10T08:19:59+01:00
0087271007,"Livres, articles de papéterie",Paris Gare du Nord,Chemise à rabat,Objet trouvé,2020-03-09T18:21:07+01:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T18:04:56+01:00,
0087391003,"Articles d'enfants, de puériculture",Paris Montparnasse,"Doudou, peluche",Objet trouvé,2020-03-09T16:35:35+01:00,
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-03-09T16:26:02+01:00,2020-03-13T10:46:11+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T16:16:33+01:00,
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,"Clés, porte-clés",Objet trouvé,2020-03-09T16:06:08+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2020-03-09T16:05:56+01:00,
0087271007,Divers,Paris Gare du Nord,Autres divers,Objet trouvé,2020-03-09T15:56:45+01:00,
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-03-09T15:50:20+01:00,
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T15:47:46+01:00,2020-03-13T17:20:55+01:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T15:37:15+01:00,2020-03-10T14:37:51+01:00
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-03-09T15:15:26+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2020-03-09T15:13:24+01:00,2020-03-11T18:02:23+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-03-09T15:04:37+01:00,2020-07-06T12:55:39+02:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-03-09T14:50:14+01:00,2020-03-09T14:54:56+01:00
0087271007,Pièces d'identités et papiers personnels,Paris Gare du Nord,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-09T14:28:48+01:00,
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Bonnet, chapeau",Objet trouvé,2020-03-09T14:22:45+01:00,
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Bonnet, chapeau",Objet trouvé,2020-03-09T14:20:44+01:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T14:15:17+01:00,2020-03-11T11:47:25+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2020-03-09T14:07:39+01:00,2020-03-12T13:09:33+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Tablette tactile protégée (étui, housse)",Objet trouvé,2020-03-09T14:00:35+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-03-09T13:49:08+01:00,2020-03-09T18:57:41+01:00
0087686006,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,Vélo,Objet trouvé,2020-03-09T13:47:48+01:00,2020-03-09T13:48:27+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-03-09T13:43:56+01:00,2020-05-29T11:24:01+02:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Autres appareils et accessoires électroniques,Objet trouvé,2020-03-09T13:38:46+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Tablette tactile protégée (étui, housse)",Objet trouvé,2020-03-09T13:33:31+01:00,2020-03-09T19:02:59+01:00
0087686006,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,Vélo,Objet trouvé,2020-03-09T13:31:30+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-03-09T13:23:53+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T13:09:55+01:00,2020-03-10T09:29:01+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Tablette tactile protégée (étui, housse)",Objet trouvé,2020-03-09T13:04:08+01:00,
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à main,Objet trouvé,2020-03-09T13:03:22+01:00,2020-03-09T19:52:17+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-03-09T12:59:05+01:00,2020-03-09T13:01:55+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2020-03-09T12:52:44+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2020-03-09T12:42:16+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2020-03-09T12:29:48+01:00,
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T12:21:16+01:00,2020-03-13T10:38:58+01:00
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T12:17:48+01:00,2020-03-09T15:59:32+01:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-09T12:16:59+01:00,
0087686006,Optique,Paris Gare de Lyon,Lunettes,Objet trouvé,2020-03-09T12:13:30+01:00,
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,"Clés, porte-clés",Objet trouvé,2020-03-09T12:11:56+01:00,2020-05-16T13:59:18+02:00
0087686006,Optique,Paris Gare de Lyon,Lunettes,Objet trouvé,2020-03-09T12:11:12+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2020-03-09T12:07:58+01:00,2020-03-09T13:52:00+01:00
0087686006,Optique,Paris Gare de Lyon,Lunettes,Objet trouvé,2020-03-09T12:07:10+01:00,
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Foulard, écharpe",Objet trouvé,2020-03-09T12:01:05+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2020-03-09T11:58:29+01:00,
0087547000,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche ventrale, banane",Objet trouvé,2020-03-09T11:50:56+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2020-03-09T11:43:13+01:00,2020-03-14T12:06:52+01:00
0087391003,"Livres, articles de papéterie",Paris Montparnasse,Chemise à rabat,Objet trouvé,2020-03-09T11:23:40+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2020-03-09T11:20:44+01:00,2020-03-14T17:37:46+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2020-03-09T10:42:24+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2020-03-09T10:29:49+01:00,2020-03-09T10:46:30+01:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T10:19:40+01:00,2020-03-09T10:22:14+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-03-09T10:18:44+01:00,2020-03-09T10:24:34+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2020-03-09T10:04:22+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2020-03-09T10:02:02+01:00,
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-03-09T09:37:14+01:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2020-03-09T09:22:43+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2020-03-09T09:21:41+01:00,2020-03-09T16:52:23+01:00
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-03-09T08:57:37+01:00,2020-03-14T17:15:05+01:00
0087391003,Optique,Paris Montparnasse,Lunettes,Objet trouvé,2020-03-09T08:37:08+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-09T08:32:04+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Téléphone portable,Objet trouvé,2020-03-09T08:29:50+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-03-09T08:26:36+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-03-09T08:17:28+01:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-09T08:12:57+01:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-08T22:58:22+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-03-08T21:42:12+01:00,2020-03-08T21:43:32+01:00
0087384008,Optique,Paris Saint-Lazare,Lunettes en étui,Objet trouvé,2020-03-08T21:01:07+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2020-03-08T20:40:10+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Pièce d'identité personnelle et autre,Objet trouvé,2020-03-08T16:38:03+01:00,2020-03-12T16:11:21+01:00
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Appareil audio portable (lecteur de CD, baladeur MP3, iPod, ... )",Objet trouvé,2020-03-07T20:48:49+01:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-07T20:32:04+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Disque dur externe, clé USB",Objet trouvé,2020-03-07T19:52:32+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-03-07T19:49:00+01:00,2020-03-09T19:43:47+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-03-07T19:43:07+01:00,2020-03-07T19:43:59+01:00
0087391003,"Articles de sport, loisirs, camping",Paris Montparnasse,"Sacs de couchage, duvet",Objet trouvé,2020-03-07T19:41:35+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-03-07T19:15:59+01:00,2020-03-09T08:19:40+01:00
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2020-03-07T18:37:45+01:00,2020-09-10T11:44:36+02:00
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-03-07T18:24:26+01:00,2020-03-15T12:43:56+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Bonnet, chapeau",Objet trouvé,2020-03-07T17:26:15+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-03-07T17:15:20+01:00,2020-03-09T14:41:50+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Téléviseur, magnétoscope, lecteur DVD, radio",Objet trouvé,2020-03-07T16:57:05+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-03-07T16:48:08+01:00,
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-03-07T16:33:18+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-07T16:27:13+01:00,2020-03-07T16:44:05+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-03-07T16:26:06+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-03-07T16:23:52+01:00,
0087391003,Optique,Paris Montparnasse,Etui à lunettes vide,Objet trouvé,2020-03-07T16:21:42+01:00,
0087391003,Optique,Paris Montparnasse,Lunettes,Objet trouvé,2020-03-07T16:19:32+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-03-07T14:49:07+01:00,2020-03-07T14:50:02+01:00
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Bonnet, chapeau",Objet trouvé,2020-03-07T14:36:40+01:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-07T14:34:03+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-07T14:32:19+01:00,2020-03-07T14:33:20+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-07T14:25:14+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-07T14:17:55+01:00,2020-03-13T13:38:55+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Bonnet, chapeau",Objet trouvé,2020-03-07T14:07:01+01:00,
0087391003,Divers,Paris Montparnasse,Autres divers,Objet trouvé,2020-03-07T14:03:09+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-07T12:53:32+01:00,
0087391003,Parapluies,Paris Montparnasse,"Parapluie-canne, parapluie à bandoulière",Objet trouvé,2020-03-07T12:51:24+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Pièce d'identité personnelle et autre,Objet trouvé,2020-03-07T12:50:04+01:00,
0087391003,Parapluies,Paris Montparnasse,"Parapluie-canne, parapluie à bandoulière",Objet trouvé,2020-03-07T12:47:58+01:00,
0087686006,"Livres, articles de papéterie",Paris Gare de Lyon,Autres articles de papeterie,Objet trouvé,2020-03-07T12:45:14+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-03-07T12:38:00+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2020-03-07T12:37:33+01:00,2020-03-07T19:29:30+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte Vitale,Objet trouvé,2020-03-07T12:36:04+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-03-07T12:32:17+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-07T12:30:04+01:00,2020-03-13T10:10:15+01:00
0087686006,Parapluies,Paris Gare de Lyon,"Parapluie télescopique, parapluie de poche",Objet trouvé,2020-03-07T12:25:54+01:00,
0087686006,"Vêtements, chaussures",Paris Gare de Lyon,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-03-07T12:25:22+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-07T12:01:29+01:00,
0087686006,Parapluies,Paris Gare de Lyon,"Parapluie télescopique, parapluie de poche",Objet trouvé,2020-03-07T12:00:57+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sacoche ventrale, banane",Objet trouvé,2020-03-07T11:56:50+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-03-07T11:32:39+01:00,2020-03-14T10:12:10+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-03-07T11:15:20+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-03-07T11:03:15+01:00,2020-03-16T14:22:46+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-07T11:01:41+01:00,2020-03-11T19:29:49+01:00
0087686006,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,"Casque (vélo, moto)",Objet trouvé,2020-03-07T10:50:11+01:00,
0087686667,Optique,Paris Bercy,Lunettes en étui,Objet trouvé,2020-03-07T10:35:19+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-03-07T10:32:14+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Autres appareils et accessoires électroniques,Objet trouvé,2020-03-07T10:25:58+01:00,2020-03-12T19:49:29+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Téléphone portable,Objet trouvé,2020-03-07T10:18:07+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2020-03-07T10:13:56+01:00,2020-03-12T14:11:03+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-03-07T10:13:15+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Carte Vitale,Objet trouvé,2020-03-07T10:07:52+01:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,Téléphone portable,Objet trouvé,2020-03-07T10:07:46+01:00,
